,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,Fireplaces,GarageCars,WoodDeckSF,OpenPorchSF,SalePrice,IsRemodelled,BuiltOrRemodelAge,OldOrNewGarage,num_LotShape,num_ExterQual,num_BsmtQual,num_BsmtExposure,num_BsmtFinType1,num_HouseStyle,num_Fence,num_LotConfig,num_MasVnrType,num_SaleCondition,num_HeatingQC,num_KitchenQual,num_FireplaceQu,num_GarageFinish,num_BldgType,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing
670,60,64.0,8633,6,5,0.0,193,545,738,738,738,1476,1,2,1,3,0,2,100,35,12.063938642041201,0,4,1,3,4,4,1,6,4,0,2,0,1,5,4,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
671,70,54.0,6629,6,6,0.0,551,121,672,697,672,1369,1,2,0,3,0,1,147,0,11.548302261270587,1,59,0,3,3,3,1,4,4,0,5,0,1,3,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
672,20,70.04995836802665,11250,6,6,0.0,767,441,1208,1208,0,1208,1,1,1,3,1,2,198,42,12.013706813470414,0,29,0,2,4,4,1,5,1,0,5,0,1,3,3,3,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
673,20,110.0,14442,6,7,106.0,1186,291,1477,1839,0,1839,1,2,0,3,2,2,0,87,12.458778882573533,1,3,0,3,3,3,1,6,1,0,5,1,1,5,4,3,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
674,20,80.0,9200,6,6,0.0,892,244,1136,1136,0,1136,1,1,0,3,1,1,426,0,11.849404844423074,0,43,0,3,3,3,1,3,1,0,5,0,1,3,3,4,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
675,160,24.0,2289,6,6,0.0,311,544,855,855,586,1441,0,2,1,3,1,2,28,0,11.908346971208951,0,31,0,3,3,3,1,5,4,0,5,0,1,3,3,3,1,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
676,70,60.0,9600,4,2,0.0,0,1095,1095,1095,679,1774,1,2,0,4,0,3,0,0,11.373674891823535,1,56,0,3,3,3,1,1,4,0,5,0,1,2,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,30,52.0,9022,5,8,0.0,0,768,768,792,0,792,0,1,0,2,0,1,316,0,11.603688960617083,1,3,0,3,4,3,1,1,1,0,5,0,1,5,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
679,20,70.04995836802665,9945,5,5,57.0,827,161,988,988,0,988,1,1,0,3,0,2,0,0,11.763691965388299,0,46,0,2,3,3,1,3,1,0,5,1,1,3,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
680,120,50.0,8012,6,5,0.0,543,261,923,923,0,923,0,2,0,2,1,1,80,0,11.870606902224587,0,30,0,3,3,4,1,4,1,0,5,0,1,3,3,3,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
681,50,55.0,4500,5,5,0.0,182,611,793,848,672,1520,0,1,0,3,0,1,0,0,11.979391594635791,1,9,0,1,3,3,1,3,3,0,5,0,0,5,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
682,120,70.04995836802665,2887,6,5,0.0,1003,288,1291,1291,0,1291,1,1,0,2,1,2,307,0,12.06105265381003,1,11,0,3,3,4,2,6,1,0,5,0,1,5,4,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
683,20,90.0,11248,9,5,215.0,1059,567,1626,1668,0,1668,1,2,0,3,1,3,257,45,12.560247968016562,0,5,1,2,4,4,3,6,1,0,4,1,1,5,4,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
684,60,58.0,16770,7,5,30.0,0,1195,1195,1195,644,1839,0,2,1,4,0,2,0,81,12.30592250537653,0,12,0,1,4,4,1,1,4,0,3,1,1,4,3,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
685,160,70.04995836802665,5062,7,5,0.0,828,180,1190,1190,900,2090,1,2,0,3,1,2,219,0,12.242891437918386,0,23,0,2,4,4,2,6,4,0,3,0,1,4,4,3,3,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
686,60,84.0,10207,7,6,0.0,0,874,874,874,887,1761,0,3,0,3,0,2,144,105,12.336556900342153,0,0,1,3,4,4,1,1,4,0,5,0,1,5,4,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
687,160,70.04995836802665,5105,7,5,0.0,239,312,551,551,551,1102,0,2,1,2,0,2,0,60,11.910365121788654,0,3,1,1,4,4,1,6,4,0,2,0,1,5,4,0,1,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
688,20,60.0,8089,8,6,0.0,945,474,1419,1419,0,1419,1,2,0,2,1,2,140,0,12.879019669789754,0,0,1,3,4,4,3,6,1,0,5,1,1,5,4,4,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
689,120,61.0,7577,6,5,256.0,20,1342,1362,1362,0,1362,0,2,0,2,1,2,192,28,12.179220327453931,1,1,1,2,4,4,3,5,1,0,4,1,1,5,4,4,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
690,120,70.04995836802665,4426,6,5,147.0,697,151,848,848,0,848,1,1,0,1,1,2,149,0,11.856522261533737,0,4,1,3,4,4,4,6,1,0,5,1,1,5,4,3,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
693,30,60.0,5400,5,6,0.0,0,1073,1073,1073,0,1073,0,1,0,2,0,1,0,0,11.59433032142082,1,38,0,3,3,3,1,1,1,0,4,0,0,5,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
694,50,51.0,6120,5,6,0.0,0,927,927,1067,472,1539,0,1,1,3,0,2,112,0,11.860062063178267,1,59,0,3,3,3,1,1,3,2,4,0,1,3,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
695,20,54.0,13811,6,6,72.0,980,92,1112,1137,0,1137,1,2,0,2,1,2,125,0,12.07824495582233,0,19,0,2,3,4,1,6,1,0,5,1,1,4,4,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
696,30,50.0,6000,5,7,0.0,616,0,616,616,0,616,0,1,0,2,0,1,0,0,11.39640288460621,1,56,0,3,3,3,1,2,1,0,5,0,1,4,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
697,20,57.0,6420,5,7,0.0,210,219,980,1148,0,1148,0,1,0,2,0,1,0,0,11.724004532183379,0,54,0,2,3,5,2,2,1,0,5,0,1,2,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
698,20,65.0,8450,5,8,0.0,553,224,894,894,0,894,1,1,0,3,1,1,416,144,11.83863282480007,1,1,0,3,3,3,1,6,1,2,5,0,1,5,3,4,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
699,120,59.0,4282,7,5,0.0,16,1375,1391,1391,0,1391,0,2,0,2,0,2,156,158,12.185875040240456,0,4,1,1,4,4,2,6,1,0,5,0,1,5,4,0,2,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
700,20,85.0,14331,8,5,630.0,1274,526,1800,1800,0,1800,1,2,0,3,1,3,270,78,12.652362948153474,0,4,1,3,4,5,4,6,1,0,5,1,1,5,4,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
701,20,80.0,9600,7,5,168.0,0,1164,1164,1164,0,1164,0,1,1,3,0,2,0,0,11.849404844423074,0,37,0,3,3,3,1,1,1,0,5,1,1,3,3,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
702,60,82.0,12438,8,5,466.0,0,1234,1234,1264,1312,2576,0,2,1,4,1,3,324,100,12.799178471909892,0,0,1,2,5,5,1,1,4,0,5,1,1,5,5,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
703,190,76.0,7630,5,9,0.0,0,360,360,1032,780,1812,0,2,0,4,1,2,344,0,11.849404844423074,1,14,0,3,3,4,1,1,4,2,5,0,1,4,4,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
704,20,70.0,8400,7,5,109.0,712,761,1473,1484,0,1484,1,2,0,3,0,2,0,35,12.269052139516223,1,5,1,3,4,4,3,6,1,0,5,1,1,5,4,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
705,190,70.0,5600,4,5,0.0,0,0,0,372,720,1092,0,2,0,3,0,0,0,0,10.915106645867503,1,60,0,3,2,0,0,0,4,0,5,0,1,2,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
707,120,48.0,6240,8,5,176.0,863,461,1324,1324,0,1324,1,2,0,2,1,2,192,38,12.445093483000798,0,3,1,3,4,4,1,6,1,0,5,1,1,5,4,4,3,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
708,60,65.0,9018,7,5,0.0,0,728,728,728,728,1456,0,2,1,3,1,2,100,24,12.09815887308463,0,0,1,2,4,4,3,1,4,0,5,0,1,5,4,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
709,20,70.04995836802665,7162,5,7,41.0,0,876,876,904,0,904,0,1,0,3,0,1,0,0,11.60733523953139,0,42,0,2,3,3,1,1,1,2,5,1,0,3,3,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
710,30,56.0,4130,3,6,0.0,0,270,270,729,0,729,0,1,0,2,0,0,0,0,10.859018228147887,1,5,0,2,4,3,1,1,1,0,5,0,1,4,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
711,50,66.0,8712,4,7,0.0,0,859,859,859,319,1178,0,1,0,2,0,1,68,0,11.54031687156214,1,60,0,3,3,3,2,1,3,0,5,0,0,4,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
712,120,40.0,4671,8,5,0.0,767,461,1228,1228,0,1228,1,2,0,2,1,2,168,120,12.149507585033072,1,19,0,2,4,4,2,6,1,0,5,0,1,4,4,4,3,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
714,60,70.04995836802665,13517,6,8,289.0,533,192,725,725,754,1479,0,2,1,3,0,2,0,44,11.779136168550774,1,5,0,2,4,3,1,6,4,0,3,1,1,5,4,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
715,20,78.0,10140,6,5,174.0,0,1064,1064,1350,0,1350,0,2,0,3,1,2,0,0,12.013706813470414,0,35,0,3,3,4,1,1,1,2,5,1,1,3,3,3,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
716,70,60.0,10800,7,8,0.0,0,718,718,1576,978,2554,0,1,1,3,0,2,0,48,11.979805470779858,1,9,0,3,3,3,1,1,4,0,5,0,1,5,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
717,20,80.0,10000,5,6,0.0,1084,92,1176,1178,0,1178,0,1,1,3,1,2,224,0,11.964007453736912,1,8,0,3,3,4,1,4,1,2,5,0,1,4,4,2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
719,20,69.0,9920,5,6,0.0,523,448,971,971,0,971,0,1,1,3,1,1,0,0,11.763691965388299,0,37,0,2,3,4,4,5,1,0,5,0,1,3,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
720,120,70.04995836802665,6563,8,5,0.0,1148,594,1742,1742,0,1742,1,2,0,2,1,2,114,28,12.524530013005734,0,21,0,2,4,4,4,6,1,0,3,0,1,3,4,3,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
721,120,70.04995836802665,4426,6,5,169.0,662,186,848,848,0,848,1,1,0,1,0,2,160,0,11.870606902224587,0,6,1,3,4,4,3,6,1,0,5,1,1,5,4,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
722,20,70.0,8120,4,7,0.0,191,673,864,864,0,864,0,1,0,3,0,2,0,0,11.732069026983156,0,39,0,3,3,3,1,5,1,0,5,0,1,5,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
723,50,60.0,8172,4,6,0.0,0,941,941,997,473,1470,0,2,0,4,0,1,0,0,11.813037464800539,1,36,0,3,3,3,1,1,3,0,5,0,1,5,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
724,20,86.0,13286,9,5,340.0,1234,464,1698,1698,0,1698,1,2,0,3,1,3,327,64,12.676079399771027,1,1,1,2,5,5,1,6,1,0,5,1,1,5,5,4,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
725,20,60.0,6960,4,6,0.0,375,250,864,864,0,864,0,1,0,3,0,2,96,0,11.699413330633599,0,39,0,3,3,3,1,5,1,0,5,0,1,3,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
726,20,70.04995836802665,21695,6,9,260.0,808,72,880,1680,0,1680,1,2,0,3,1,2,292,44,12.310437165348775,1,2,0,2,4,4,1,6,1,0,4,1,1,5,4,4,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
727,20,64.0,7314,7,5,82.0,724,508,1232,1232,0,1232,1,2,0,2,0,2,132,0,12.178192583415596,0,2,1,3,4,4,3,6,1,0,5,1,1,5,4,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
728,90,85.0,11475,5,5,95.0,0,1584,1584,1776,0,1776,1,2,0,4,0,3,0,25,11.608244735642321,0,51,0,3,3,3,1,1,1,0,4,1,0,3,3,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
